"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"SMYD1",26,"darkorange","ENSG00000115593.14","ENSG00000115593",150572
"SMYD4",6,"red","ENSG00000186532.11","ENSG00000186532",114826
"SNAP23",14,"cyan","ENSG00000092531.9","ENSG00000092531",8773
"SNIP1",6,"red","ENSG00000163877.9","ENSG00000163877",79753
"SNRK",7,"black","ENSG00000163788.13","ENSG00000163788",54861
"SNRNP200",4,"yellow","ENSG00000144028.14","ENSG00000144028",23020
"SNRNP27",17,"grey60","ENSG00000124380.10","ENSG00000124380",11017
"SNRNP40",4,"yellow","ENSG00000060688.12","ENSG00000060688",9410
"SNRNP48",18,"lightgreen","ENSG00000168566.11","ENSG00000168566",154007
"SNRPA1",4,"yellow","ENSG00000131876.16","ENSG00000131876",6627
"SNW1",6,"red","ENSG00000100603.13","ENSG00000100603",22938
"SNX1",7,"black","ENSG00000028528.14","ENSG00000028528",6642
"SNX13",17,"grey60","ENSG00000071189.21","ENSG00000071189",23161
"SNX16",17,"grey60","ENSG00000104497.13","ENSG00000104497",64089
"SNX19",7,"black","ENSG00000120451.10","ENSG00000120451",399979
"SNX2",7,"black","ENSG00000205302.6","ENSG00000205302",6643
"SNX20",3,"brown","ENSG00000167208.14","ENSG00000167208",124460
"SNX30",6,"red","ENSG00000148158.16","ENSG00000148158",401548
"SNX4",7,"black","ENSG00000114520.10","ENSG00000114520",8723
"SNX6",6,"red","ENSG00000129515.18","ENSG00000129515",58533
"SOAT1",14,"cyan","ENSG00000057252.12","ENSG00000057252",6646
"SOCS4",6,"red","ENSG00000180008.8","ENSG00000180008",122809
"SOCS5",17,"grey60","ENSG00000171150.7","ENSG00000171150",9655
"SOCS6",17,"grey60","ENSG00000170677.5","ENSG00000170677",9306
"SOCS7",6,"red","ENSG00000274211.4","ENSG00000274211",30837
"SOGA1",17,"grey60","ENSG00000149639.14","ENSG00000149639",140710
"SON",6,"red","ENSG00000159140.17","ENSG00000159140",6651
"SOS1",17,"grey60","ENSG00000115904.12","ENSG00000115904",6654
"SOS2",17,"grey60","ENSG00000100485.11","ENSG00000100485",6655
"SOWAHC",14,"cyan","ENSG00000198142.4","ENSG00000198142",65124
"SOX18",22,"darkgreen","ENSG00000203883.6","ENSG00000203883",54345
"SOX7",22,"darkgreen","ENSG00000171056.7","ENSG00000171056",83595
"SP1",17,"grey60","ENSG00000185591.9","ENSG00000185591",6667
"SP100",27,"white","ENSG00000067066.16","ENSG00000067066",6672
"SP140",3,"brown","ENSG00000079263.18","ENSG00000079263",11262
"SP3",6,"red","ENSG00000172845.13","ENSG00000172845",6670
"SP4",6,"red","ENSG00000105866.13","ENSG00000105866",6671
"SPAG5-AS1",6,"red","ENSG00000227543.4","ENSG00000227543",NA
"SPAG9",17,"grey60","ENSG00000008294.20","ENSG00000008294",9043
"SPAST",6,"red","ENSG00000021574.11","ENSG00000021574",6683
"SPATA5",6,"red","ENSG00000145375.7","ENSG00000145375",166378
"SPC24",4,"yellow","ENSG00000161888.11","ENSG00000161888",147841
"SPC25",4,"yellow","ENSG00000152253.8","ENSG00000152253",57405
"SPCS3",6,"red","ENSG00000129128.12","ENSG00000129128",60559
"SPDL1",4,"yellow","ENSG00000040275.16","ENSG00000040275",54908
"SPECC1L",6,"red","ENSG00000100014.19","ENSG00000100014",23384
"SPI1",3,"brown","ENSG00000066336.11","ENSG00000066336",6688
"SPICE1",24,"darkgrey","ENSG00000163611.11","ENSG00000163611",152185
"SPIN1",6,"red","ENSG00000106723.16","ENSG00000106723",10927
"SPIN4",6,"red","ENSG00000186767.5","ENSG00000186767",139886
"SPOPL",17,"grey60","ENSG00000144228.8","ENSG00000144228",339745
"SPPL2A",14,"cyan","ENSG00000138600.9","ENSG00000138600",84888
"SPPL3",7,"black","ENSG00000157837.15","ENSG00000157837",121665
"SPRTN",6,"red","ENSG00000010072.15","ENSG00000010072",83932
"SPTLC1",7,"black","ENSG00000090054.13","ENSG00000090054",10558
"SPTLC2",17,"grey60","ENSG00000100596.6","ENSG00000100596",9517
"SPTY2D1",17,"grey60","ENSG00000179119.14","ENSG00000179119",144108
"SRCAP",17,"grey60","ENSG00000080603.16","ENSG00000080603",10847
"SREK1",6,"red","ENSG00000153914.15","ENSG00000153914",140890
"SRFBP1",6,"red","ENSG00000151304.5","ENSG00000151304",153443
"SRGN",3,"brown","ENSG00000122862.4","ENSG00000122862",5552
"SRP54",24,"darkgrey","ENSG00000100883.11","ENSG00000100883",6729
"SRP72",6,"red","ENSG00000174780.15","ENSG00000174780",6731
"SRP9",4,"yellow","ENSG00000143742.12","ENSG00000143742",6726
"SRPK1",6,"red","ENSG00000096063.14","ENSG00000096063",6732
"SRRM1",6,"red","ENSG00000133226.16","ENSG00000133226",10250
"SRSF1",6,"red","ENSG00000136450.12","ENSG00000136450",6426
"SRSF10",6,"red","ENSG00000188529.14","ENSG00000188529",10772
"SRSF11",6,"red","ENSG00000116754.13","ENSG00000116754",9295
"SRSF2",4,"yellow","ENSG00000161547.14","ENSG00000161547",6427
"SRSF3",4,"yellow","ENSG00000112081.16","ENSG00000112081",6428
"SRSF4",18,"lightgreen","ENSG00000116350.15","ENSG00000116350",6429
"SRSF6",6,"red","ENSG00000124193.14","ENSG00000124193",6431
"SRSF9",4,"yellow","ENSG00000111786.8","ENSG00000111786",8683
"SSB",6,"red","ENSG00000138385.15","ENSG00000138385",6741
"SSH1",14,"cyan","ENSG00000084112.14","ENSG00000084112",54434
"SSR1",14,"cyan","ENSG00000124783.12","ENSG00000124783",6745
"SSRP1",4,"yellow","ENSG00000149136.7","ENSG00000149136",6749
"SSX2IP",6,"red","ENSG00000117155.16","ENSG00000117155",117178
"ST13",17,"grey60","ENSG00000100380.12","ENSG00000100380",6767
"ST3GAL2",7,"black","ENSG00000157350.12","ENSG00000157350",6483
"STAB1",3,"brown","ENSG00000010327.10","ENSG00000010327",23166
"STAG1",6,"red","ENSG00000118007.12","ENSG00000118007",10274
"STAM2",17,"grey60","ENSG00000115145.9","ENSG00000115145",10254
"STARD4-AS1",6,"red","ENSG00000246859.2","ENSG00000246859",100505678
"STARD7",6,"red","ENSG00000084090.13","ENSG00000084090",56910
"STARD7-AS1",6,"red","ENSG00000204685.6","ENSG00000204685",NA
"STAT3",14,"cyan","ENSG00000168610.14","ENSG00000168610",6774
"STIL",4,"yellow","ENSG00000123473.15","ENSG00000123473",6491
"STIM1",7,"black","ENSG00000167323.9","ENSG00000167323",6786
"STIP1",4,"yellow","ENSG00000168439.16","ENSG00000168439",10963
"STK35",6,"red","ENSG00000125834.12","ENSG00000125834",140901
"STK38L",7,"black","ENSG00000211455.7","ENSG00000211455",23012
"STK4",17,"grey60","ENSG00000101109.11","ENSG00000101109",6789
"STMN1",4,"yellow","ENSG00000117632.20","ENSG00000117632",3925
"STRN",17,"grey60","ENSG00000115808.11","ENSG00000115808",6801
"STX11",3,"brown","ENSG00000135604.9","ENSG00000135604",8676
"STX12",7,"black","ENSG00000117758.13","ENSG00000117758",23673
"STX17",7,"black","ENSG00000136874.10","ENSG00000136874",55014
"STYX",6,"red","ENSG00000198252.11","ENSG00000198252",6815
"SUCLA2",17,"grey60","ENSG00000136143.13","ENSG00000136143",8803
"SUCO",6,"red","ENSG00000094975.13","ENSG00000094975",51430
"SUDS3",6,"red","ENSG00000111707.11","ENSG00000111707",64426
"SUPT16H",4,"yellow","ENSG00000092201.9","ENSG00000092201",11198
"SUPT6H",7,"black","ENSG00000109111.14","ENSG00000109111",6830
"SUPT7L",6,"red","ENSG00000119760.15","ENSG00000119760",9913
"SUSD6",14,"cyan","ENSG00000100647.7","ENSG00000100647",9766
"SUV39H1",4,"yellow","ENSG00000101945.16","ENSG00000101945",6839
"SUV39H2",6,"red","ENSG00000152455.15","ENSG00000152455",79723
"SUZ12",6,"red","ENSG00000178691.10","ENSG00000178691",23512
"SWT1",7,"black","ENSG00000116668.12","ENSG00000116668",54823
"SYNCRIP",6,"red","ENSG00000135316.17","ENSG00000135316",10492
"SYNJ2BP",17,"grey60","ENSG00000213463.4","ENSG00000213463",55333
"SYNRG",17,"grey60","ENSG00000275066.4","ENSG00000275066",11276
"TAB2",14,"cyan","ENSG00000055208.17","ENSG00000055208",23118
"TAB3",17,"grey60","ENSG00000157625.15","ENSG00000157625",257397
"TACC3",4,"yellow","ENSG00000013810.18","ENSG00000013810",10460
"TADA1",6,"red","ENSG00000152382.5","ENSG00000152382",117143
"TADA2B",17,"grey60","ENSG00000173011.11","ENSG00000173011",93624
"TAF1",17,"grey60","ENSG00000147133.15","ENSG00000147133",6872
"TAF1A",6,"red","ENSG00000143498.17","ENSG00000143498",9015
"TAF1B",18,"lightgreen","ENSG00000115750.16","ENSG00000115750",9014
"TAF5",4,"yellow","ENSG00000148835.10","ENSG00000148835",6877
"TAF5L",6,"red","ENSG00000135801.9","ENSG00000135801",27097
"TAF7",6,"red","ENSG00000178913.7","ENSG00000178913",6879
"TAF9B",17,"grey60","ENSG00000187325.4","ENSG00000187325",51616
"TAOK1",17,"grey60","ENSG00000160551.9","ENSG00000160551",57551
"TAP1",27,"white","ENSG00000168394.10","ENSG00000168394",6890
"TARDBP",6,"red","ENSG00000120948.15","ENSG00000120948",23435
"TATDN2",6,"red","ENSG00000157014.10","ENSG00000157014",9797
"TAX1BP1",7,"black","ENSG00000106052.13","ENSG00000106052",8887
"TBC1D14",6,"red","ENSG00000132405.18","ENSG00000132405",57533
"TBC1D15",7,"black","ENSG00000121749.15","ENSG00000121749",64786
"TBC1D20",7,"black","ENSG00000125875.13","ENSG00000125875",128637
"TBC1D22B",7,"black","ENSG00000065491.8","ENSG00000065491",55633
"TBC1D23",6,"red","ENSG00000036054.12","ENSG00000036054",55773
"TBC1D31",4,"yellow","ENSG00000156787.16","ENSG00000156787",93594
"TBC1D5",17,"grey60","ENSG00000131374.14","ENSG00000131374",9779
"TBCCD1",6,"red","ENSG00000113838.12","ENSG00000113838",55171
"TBL1XR1",6,"red","ENSG00000177565.15","ENSG00000177565",79718
"TCAIM",6,"red","ENSG00000179152.18","ENSG00000179152",285343
"TCEA1",6,"red","ENSG00000187735.12","ENSG00000187735",6917
"TCEANC",6,"red","ENSG00000176896.8","ENSG00000176896",170082
"TCEB3",7,"black","ENSG00000011007.12","ENSG00000011007",6924
"TCERG1",6,"red","ENSG00000113649.11","ENSG00000113649",10915
"TCF19",4,"yellow","ENSG00000137310.11","ENSG00000137310",6941
"TCF20",17,"grey60","ENSG00000100207.18","ENSG00000100207",6942
"TCF3",4,"yellow","ENSG00000071564.14","ENSG00000071564",6929
"TCP1",4,"yellow","ENSG00000120438.11","ENSG00000120438",6950
"TCP11L1",7,"black","ENSG00000176148.15","ENSG00000176148",55346
"TCP11L2",7,"black","ENSG00000166046.10","ENSG00000166046",255394
"TDG",6,"red","ENSG00000139372.14","ENSG00000139372",6996
"TDP1",6,"red","ENSG00000042088.13","ENSG00000042088",55775
"TDP2",6,"red","ENSG00000111802.13","ENSG00000111802",51567
"TECPR2",7,"black","ENSG00000196663.15","ENSG00000196663",9895
"TEFM",6,"red","ENSG00000172171.10","ENSG00000172171",79736
"TERF1",17,"grey60","ENSG00000147601.13","ENSG00000147601",7013
"TERF2",6,"red","ENSG00000132604.10","ENSG00000132604",7014
"TET1",6,"red","ENSG00000138336.8","ENSG00000138336",80312
"TET2",7,"black","ENSG00000168769.12","ENSG00000168769",54790
"TET3",6,"red","ENSG00000187605.15","ENSG00000187605",200424
"TEX10",6,"red","ENSG00000136891.13","ENSG00000136891",54881
"TEX2",7,"black","ENSG00000136478.7","ENSG00000136478",55852
"TEX261",17,"grey60","ENSG00000144043.11","ENSG00000144043",113419
"TFAM",6,"red","ENSG00000108064.10","ENSG00000108064",7019
"TFDP1",4,"yellow","ENSG00000198176.12","ENSG00000198176",7027
"TFEC",3,"brown","ENSG00000105967.15","ENSG00000105967",22797
"TGFBRAP1",6,"red","ENSG00000135966.12","ENSG00000135966",9392
"TGM2",3,"brown","ENSG00000198959.11","ENSG00000198959",7052
"TGOLN2",17,"grey60","ENSG00000152291.13","ENSG00000152291",10618
"TGS1",6,"red","ENSG00000137574.10","ENSG00000137574",96764
"THAP2",6,"red","ENSG00000173451.6","ENSG00000173451",83591
"THAP5",17,"grey60","ENSG00000177683.13","ENSG00000177683",168451
"THAP6",6,"red","ENSG00000174796.12","ENSG00000174796",152815
"THAP9",6,"red","ENSG00000168152.12","ENSG00000168152",79725
"THAP9-AS1",6,"red","ENSG00000251022.6","ENSG00000251022",NA
"THEMIS",13,"salmon","ENSG00000172673.10","ENSG00000172673",387357
"THEMIS2",3,"brown","ENSG00000130775.15","ENSG00000130775",9473
"THRAP3",6,"red","ENSG00000054118.13","ENSG00000054118",9967
"THSD1",22,"darkgreen","ENSG00000136114.15","ENSG00000136114",55901
"THUMPD1",17,"grey60","ENSG00000066654.12","ENSG00000066654",55623
"TIA1",6,"red","ENSG00000116001.15","ENSG00000116001",7072
"TICRR",4,"yellow","ENSG00000140534.13","ENSG00000140534",90381
"TIFAB",3,"brown","ENSG00000255833.1","ENSG00000255833",497189
"TIGD7",6,"red","ENSG00000140993.10","ENSG00000140993",91151
"TIGIT",3,"brown","ENSG00000181847.11","ENSG00000181847",201633
"TIMELESS",4,"yellow","ENSG00000111602.11","ENSG00000111602",8914
"TIMM8A",4,"yellow","ENSG00000126953.5","ENSG00000126953",1678
"TIPIN",4,"yellow","ENSG00000075131.9","ENSG00000075131",54962
"TIRAP",7,"black","ENSG00000150455.13","ENSG00000150455",114609
"TK1",4,"yellow","ENSG00000167900.11","ENSG00000167900",7083
"TLDC1",7,"black","ENSG00000140950.15","ENSG00000140950",57707
"TLK1",17,"grey60","ENSG00000198586.13","ENSG00000198586",9874
"TLK2",6,"red","ENSG00000146872.17","ENSG00000146872",11011
"TLR2",3,"brown","ENSG00000137462.6","ENSG00000137462",7097
"TLR8",3,"brown","ENSG00000101916.11","ENSG00000101916",51311
"TM4SF18",22,"darkgreen","ENSG00000163762.6","ENSG00000163762",116441
"TM9SF1",14,"cyan","ENSG00000100926.14","ENSG00000100926",10548
"TM9SF2",7,"black","ENSG00000125304.8","ENSG00000125304",9375
"TM9SF3",17,"grey60","ENSG00000077147.14","ENSG00000077147",56889
"TMBIM6",7,"black","ENSG00000139644.12","ENSG00000139644",7009
"TMCC1",17,"grey60","ENSG00000172765.16","ENSG00000172765",23023
"TMED10",14,"cyan","ENSG00000170348.8","ENSG00000170348",10972
"TMED7",17,"grey60","ENSG00000134970.13","ENSG00000134970",51014
"TMED7-TICAM2",14,"cyan","ENSG00000251201.8","ENSG00000251201",100302736
"TMED8",17,"grey60","ENSG00000100580.7","ENSG00000100580",283578
"TMEM106B",17,"grey60","ENSG00000106460.18","ENSG00000106460",54664
"TMEM127",7,"black","ENSG00000135956.8","ENSG00000135956",55654
"TMEM131",7,"black","ENSG00000075568.16","ENSG00000075568",23505
"TMEM150B",3,"brown","ENSG00000180061.9","ENSG00000180061",284417
"TMEM161B",6,"red","ENSG00000164180.13","ENSG00000164180",153396
"TMEM167B",7,"black","ENSG00000215717.5","ENSG00000215717",56900
"TMEM168",6,"red","ENSG00000146802.12","ENSG00000146802",64418
"TMEM170A",6,"red","ENSG00000166822.12","ENSG00000166822",124491
"TMEM184C",17,"grey60","ENSG00000164168.7","ENSG00000164168",55751
"TMEM185B",17,"grey60","ENSG00000226479.3","ENSG00000226479",79134
"TMEM192",17,"grey60","ENSG00000170088.13","ENSG00000170088",201931
"TMEM245",17,"grey60","ENSG00000106771.12","ENSG00000106771",23731
"TMEM248",7,"black","ENSG00000106609.16","ENSG00000106609",55069
"TMEM263",6,"red","ENSG00000151135.9","ENSG00000151135",90488
"TMEM30A",7,"black","ENSG00000112697.15","ENSG00000112697",55754
"TMEM39A",17,"grey60","ENSG00000176142.12","ENSG00000176142",55254
"TMEM43",14,"cyan","ENSG00000170876.7","ENSG00000170876",79188
"TMEM56-RWDD3",6,"red","ENSG00000271092.5","ENSG00000271092",100527978
"TMEM97",4,"yellow","ENSG00000109084.13","ENSG00000109084",27346
"TMF1",7,"black","ENSG00000144747.14","ENSG00000144747",7110
"TMOD3",7,"black","ENSG00000138594.12","ENSG00000138594",29766
"TMPO",4,"yellow","ENSG00000120802.13","ENSG00000120802",7112
"TMPO-AS1",4,"yellow","ENSG00000257167.2","ENSG00000257167",100128191
"TMPPE",7,"black","ENSG00000188167.8","ENSG00000188167",643853
"TMTC3",17,"grey60","ENSG00000139324.11","ENSG00000139324",160418
"TMX1",6,"red","ENSG00000139921.12","ENSG00000139921",81542
"TMX3",6,"red","ENSG00000166479.9","ENSG00000166479",54495
"TNFAIP1",7,"black","ENSG00000109079.9","ENSG00000109079",7126
"TNFAIP8L2",3,"brown","ENSG00000163154.5","ENSG00000163154",79626
"TNFRSF14",27,"white","ENSG00000157873.17","ENSG00000157873",8764
"TNFRSF1B",3,"brown","ENSG00000028137.16","ENSG00000028137",7133
"TNFSF13B",3,"brown","ENSG00000102524.11","ENSG00000102524",10673
"TNFSF14",3,"brown","ENSG00000125735.10","ENSG00000125735",8740
"TNKS",17,"grey60","ENSG00000173273.15","ENSG00000173273",8658
"TNKS2",6,"red","ENSG00000107854.5","ENSG00000107854",80351
"TNPO1",17,"grey60","ENSG00000083312.17","ENSG00000083312",3842
"TNPO2",18,"lightgreen","ENSG00000105576.15","ENSG00000105576",30000
"TNPO3",4,"yellow","ENSG00000064419.13","ENSG00000064419",23534
"TNRC18",7,"black","ENSG00000182095.14","ENSG00000182095",84629
"TNRC6A",6,"red","ENSG00000090905.17","ENSG00000090905",27327
"TNRC6B",7,"black","ENSG00000100354.20","ENSG00000100354",23112
"TNS1",14,"cyan","ENSG00000079308.16","ENSG00000079308",7145
"TOE1",4,"yellow","ENSG00000132773.11","ENSG00000132773",114034
"TOMM20",6,"red","ENSG00000173726.10","ENSG00000173726",9804
"TOMM70A",6,"red","ENSG00000154174.7","ENSG00000154174",9868
"TONSL",4,"yellow","ENSG00000160949.16","ENSG00000160949",4796
"TOP1",6,"red","ENSG00000198900.5","ENSG00000198900",7150
"TOP3A",4,"yellow","ENSG00000177302.14","ENSG00000177302",7156
"TOPBP1",6,"red","ENSG00000163781.12","ENSG00000163781",11073
"TOPORS",6,"red","ENSG00000197579.7","ENSG00000197579",10210
"TOR1AIP1",14,"cyan","ENSG00000143337.18","ENSG00000143337",26092
"TOR1AIP2",6,"red","ENSG00000169905.12","ENSG00000169905",163590
"TOR1B",7,"black","ENSG00000136816.15","ENSG00000136816",27348
"TOX4",17,"grey60","ENSG00000092203.13","ENSG00000092203",9878
"TPX2",4,"yellow","ENSG00000088325.15","ENSG00000088325",22974
"TRA2B",6,"red","ENSG00000136527.17","ENSG00000136527",6434
"TRAF6",17,"grey60","ENSG00000175104.14","ENSG00000175104",7189
"TRAIP",4,"yellow","ENSG00000183763.8","ENSG00000183763",10293
"TRAK1",6,"red","ENSG00000182606.14","ENSG00000182606",22906
"TRAM1",14,"cyan","ENSG00000067167.7","ENSG00000067167",23471
"TRAPPC10",7,"black","ENSG00000160218.12","ENSG00000160218",7109
"TRAPPC6B",17,"grey60","ENSG00000182400.14","ENSG00000182400",122553
"TRAT1",13,"salmon","ENSG00000163519.13","ENSG00000163519",50852
"TRDMT1",6,"red","ENSG00000107614.21","ENSG00000107614",1787
"TRDN",26,"darkorange","ENSG00000186439.12","ENSG00000186439",10345
"TRIM23",6,"red","ENSG00000113595.14","ENSG00000113595",373
"TRIM32",17,"grey60","ENSG00000119401.10","ENSG00000119401",22954
"TRIM33",17,"grey60","ENSG00000197323.10","ENSG00000197323",51592
"TRIM44",7,"black","ENSG00000166326.6","ENSG00000166326",54765
"TRIM52",6,"red","ENSG00000183718.5","ENSG00000183718",84851
"TRIM68",17,"grey60","ENSG00000167333.12","ENSG00000167333",55128
"TRIP11",17,"grey60","ENSG00000100815.12","ENSG00000100815",9321
"TRIP12",7,"black","ENSG00000153827.13","ENSG00000153827",9320
"TRIP13",4,"yellow","ENSG00000071539.13","ENSG00000071539",9319
"TRMT10A",6,"red","ENSG00000145331.13","ENSG00000145331",93587
"TRMT10C",6,"red","ENSG00000174173.6","ENSG00000174173",54931
"TRMT13",6,"red","ENSG00000122435.9","ENSG00000122435",54482
"TRMT5",6,"red","ENSG00000126814.6","ENSG00000126814",57570
"TRNT1",6,"red","ENSG00000072756.16","ENSG00000072756",51095
"TROAP",4,"yellow","ENSG00000135451.12","ENSG00000135451",10024
"TROVE2",17,"grey60","ENSG00000116747.12","ENSG00000116747",6738
"TRPM7",6,"red","ENSG00000092439.13","ENSG00000092439",54822
"TRUB1",17,"grey60","ENSG00000165832.5","ENSG00000165832",142940
"TSC1",6,"red","ENSG00000165699.13","ENSG00000165699",7248
"TSN",6,"red","ENSG00000211460.11","ENSG00000211460",7247
"TSR1",6,"red","ENSG00000167721.10","ENSG00000167721",55720
"TSSK4",6,"red","ENSG00000139908.14","ENSG00000139908",283629
"TSTD2",6,"red","ENSG00000136925.14","ENSG00000136925",158427
"TTBK2",6,"red","ENSG00000128881.16","ENSG00000128881",146057
"TTC26",4,"yellow","ENSG00000105948.13","ENSG00000105948",79989
"TTC28",7,"black","ENSG00000100154.14","ENSG00000100154",23331
"TTC3",17,"grey60","ENSG00000182670.13","ENSG00000182670",7267
"TTC30A",17,"grey60","ENSG00000197557.6","ENSG00000197557",92104
"TTC30B",6,"red","ENSG00000196659.9","ENSG00000196659",150737
"TTC33",17,"grey60","ENSG00000113638.12","ENSG00000113638",23548
"TTC37",18,"lightgreen","ENSG00000198677.10","ENSG00000198677",9652
"TTC3P1",17,"grey60","ENSG00000215105.4","ENSG00000215105",NA
"TTF2",4,"yellow","ENSG00000116830.11","ENSG00000116830",8458
"TTI1",4,"yellow","ENSG00000101407.12","ENSG00000101407",9675
"TTK",4,"yellow","ENSG00000112742.9","ENSG00000112742",7272
"TTL",6,"red","ENSG00000114999.7","ENSG00000114999",150465
"TTPAL",17,"grey60","ENSG00000124120.10","ENSG00000124120",79183
"TUBA1B",4,"yellow","ENSG00000123416.15","ENSG00000123416",10376
"TUBB",4,"yellow","ENSG00000196230.12","ENSG00000196230",203068
"TUBGCP3",18,"lightgreen","ENSG00000126216.12","ENSG00000126216",10426
"TUBGCP4",18,"lightgreen","ENSG00000137822.12","ENSG00000137822",27229
"TUG1",6,"red","ENSG00000253352.8","ENSG00000253352",NA
"TULP4",17,"grey60","ENSG00000130338.12","ENSG00000130338",56995
"TVP23C-CDRT4",7,"black","ENSG00000259024.6","ENSG00000259024",100533496
"TWF1",17,"grey60","ENSG00000151239.13","ENSG00000151239",5756
"TXLNA",7,"black","ENSG00000084652.15","ENSG00000084652",200081
"TXLNG",6,"red","ENSG00000086712.12","ENSG00000086712",55787
"TXNDC16",6,"red","ENSG00000087301.8","ENSG00000087301",57544
"TXNRD1",6,"red","ENSG00000198431.15","ENSG00000198431",7296
"TYMP",3,"brown","ENSG00000025708.12","ENSG00000025708",1890
"TYMS",4,"yellow","ENSG00000176890.15","ENSG00000176890",7298
"TYROBP",3,"brown","ENSG00000011600.11","ENSG00000011600",7305
"TYW5",6,"red","ENSG00000162971.10","ENSG00000162971",129450
"U2SURP",6,"red","ENSG00000163714.17","ENSG00000163714",23350
"UBA2",6,"red","ENSG00000126261.12","ENSG00000126261",10054
"UBA5",6,"red","ENSG00000081307.12","ENSG00000081307",79876
"UBASH3A",13,"salmon","ENSG00000160185.13","ENSG00000160185",53347
"UBD",13,"salmon","ENSG00000213886.3","ENSG00000213886",10537
"UBE2D3",6,"red","ENSG00000109332.19","ENSG00000109332",7323
"UBE2G1",6,"red","ENSG00000132388.12","ENSG00000132388",7326
"UBE2N",4,"yellow","ENSG00000177889.9","ENSG00000177889",7334
"UBE2S",4,"yellow","ENSG00000108106.13","ENSG00000108106",27338
"UBE2T",4,"yellow","ENSG00000077152.9","ENSG00000077152",29089
"UBE2W",17,"grey60","ENSG00000104343.19","ENSG00000104343",55284
"UBE2Z",7,"black","ENSG00000159202.17","ENSG00000159202",65264
"UBE3A",17,"grey60","ENSG00000114062.17","ENSG00000114062",7337
"UBE3C",6,"red","ENSG00000009335.17","ENSG00000009335",9690
"UBE4A",17,"grey60","ENSG00000110344.9","ENSG00000110344",9354
"UBFD1",6,"red","ENSG00000103353.15","ENSG00000103353",56061
"UBIAD1",6,"red","ENSG00000120942.13","ENSG00000120942",29914
"UBL3",7,"black","ENSG00000122042.9","ENSG00000122042",5412
"UBN1",6,"red","ENSG00000118900.14","ENSG00000118900",29855
"UBN2",6,"red","ENSG00000157741.14","ENSG00000157741",254048
"UBP1",17,"grey60","ENSG00000153560.11","ENSG00000153560",7342
"UBQLN1",17,"grey60","ENSG00000135018.13","ENSG00000135018",29979
"UBQLN2",17,"grey60","ENSG00000188021.8","ENSG00000188021",29978
"UBQLN4",6,"red","ENSG00000160803.7","ENSG00000160803",56893
"UBR1",17,"grey60","ENSG00000159459.11","ENSG00000159459",197131
"UBR2",7,"black","ENSG00000024048.10","ENSG00000024048",23304
"UBR3",17,"grey60","ENSG00000144357.16","ENSG00000144357",130507
"UBR7",6,"red","ENSG00000012963.13","ENSG00000012963",55148
"UBTD2",6,"red","ENSG00000168246.5","ENSG00000168246",92181
"UBTF",6,"red","ENSG00000108312.14","ENSG00000108312",7343
"UBXN2A",17,"grey60","ENSG00000173960.12","ENSG00000173960",165324
"UBXN2B",6,"red","ENSG00000215114.7","ENSG00000215114",137886
"UBXN4",6,"red","ENSG00000144224.16","ENSG00000144224",23190
"UBXN7",17,"grey60","ENSG00000163960.11","ENSG00000163960",26043
"UEVLD",7,"black","ENSG00000151116.16","ENSG00000151116",55293
"UFL1",6,"red","ENSG00000014123.9","ENSG00000014123",23376
"UFM1",6,"red","ENSG00000120686.11","ENSG00000120686",51569
"UHMK1",17,"grey60","ENSG00000152332.15","ENSG00000152332",127933
"UHRF1",4,"yellow","ENSG00000276043.4","ENSG00000276043",29128
"UHRF1BP1",17,"grey60","ENSG00000065060.16","ENSG00000065060",54887
"UHRF1BP1L",17,"grey60","ENSG00000111647.12","ENSG00000111647",23074
"UHRF2",6,"red","ENSG00000147854.16","ENSG00000147854",115426
"UNC119B",6,"red","ENSG00000175970.8","ENSG00000175970",84747
"UNC93B1",3,"brown","ENSG00000110057.7","ENSG00000110057",81622
"UNG",4,"yellow","ENSG00000076248.10","ENSG00000076248",7374
"UPF2",6,"red","ENSG00000151461.19","ENSG00000151461",26019
"URB2",4,"yellow","ENSG00000135763.9","ENSG00000135763",9816
"USHBP1",22,"darkgreen","ENSG00000130307.11","ENSG00000130307",83878
"USO1",7,"black","ENSG00000138768.14","ENSG00000138768",8615
"USP1",6,"red","ENSG00000162607.12","ENSG00000162607",7398
"USP10",6,"red","ENSG00000103194.15","ENSG00000103194",9100
"USP12",17,"grey60","ENSG00000152484.13","ENSG00000152484",219333
"USP22",6,"red","ENSG00000124422.11","ENSG00000124422",23326
"USP24",6,"red","ENSG00000162402.12","ENSG00000162402",23358
"USP28",17,"grey60","ENSG00000048028.11","ENSG00000048028",57646
"USP30-AS1",3,"brown","ENSG00000256262.1","ENSG00000256262",NA
"USP32",7,"black","ENSG00000170832.12","ENSG00000170832",84669
"USP33",6,"red","ENSG00000077254.14","ENSG00000077254",23032
"USP37",6,"red","ENSG00000135913.10","ENSG00000135913",57695
"USP38",17,"grey60","ENSG00000170185.9","ENSG00000170185",84640
"USP45",6,"red","ENSG00000123552.17","ENSG00000123552",85015
"USP46",17,"grey60","ENSG00000109189.12","ENSG00000109189",64854
"USP47",6,"red","ENSG00000170242.17","ENSG00000170242",55031
"USP48",18,"lightgreen","ENSG00000090686.15","ENSG00000090686",84196
